accuracy,balanced_accuracy,precision,recall,f1,auc,fold
0.5238095238095238,0.5571428571428572,0.6923076923076923,0.2571428571428571,0.375,0.6545918367346939,1
0.4444444444444444,0.5192307692307693,0.6666666666666666,0.20512820512820512,0.3137254901960784,0.5016025641025641,2
0.4444444444444444,0.4642857142857143,0.6296296296296297,0.40476190476190477,0.4927536231884058,0.4087301587301587,3
0.4444444444444444,0.4423913043478261,0.5806451612903226,0.45,0.5070422535211268,0.4461956521739131,4
0.5396825396825397,0.5595238095238095,0.7241379310344828,0.5,0.5915492957746479,0.5051020408163265,5
0.5079365079365079,0.48960498960498966,0.5789473684210527,0.5945945945945946,0.5866666666666667,0.5155925155925156,6
0.5238095238095238,0.5157200811359026,0.5526315789473685,0.6176470588235294,0.5833333333333334,0.5872210953346857,7
0.5238095238095238,0.5055780933062881,0.5434782608695652,0.7352941176470589,0.625,0.5826572008113591,8
0.5555555555555556,0.5208333333333333,0.6341463414634146,0.6666666666666666,0.65,0.6517094017094017,9
0.5396825396825397,0.5304878048780488,0.6764705882352942,0.5609756097560976,0.6133333333333333,0.5332594235033259,10
0.38095238095238093,0.40384615384615385,0.5,0.3076923076923077,0.38095238095238093,0.3557692307692308,11
0.3968253968253968,0.40714285714285714,0.44,0.3142857142857143,0.36666666666666664,0.33979591836734696,12
0.42857142857142855,0.46777546777546775,0.5294117647058824,0.24324324324324326,0.3333333333333333,0.4573804573804574,13
0.36507936507936506,0.3888888888888889,0.4,0.2222222222222222,0.2857142857142857,0.3950617283950617,14
0.3492063492063492,0.3659043659043659,0.4166666666666667,0.2702702702702703,0.32786885245901637,0.40124740124740127,15
0.4126984126984127,0.4105263157894737,0.5161290322580645,0.42105263157894735,0.463768115942029,0.44842105263157894,16
0.5079365079365079,0.4534368070953437,0.6190476190476191,0.6341463414634146,0.6265060240963856,0.4634146341463415,17
0.5079365079365079,0.5046296296296297,0.5757575757575758,0.5277777777777778,0.5507246376811594,0.5329218106995885,18
0.5873015873015873,0.5893939393939394,0.5588235294117647,0.6333333333333333,0.59375,0.6040404040404039,19
0.4603174603174603,0.4439102564102564,0.32142857142857145,0.375,0.34615384615384615,0.517094017094017,20
0.49206349206349204,0.48571428571428565,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5076530612244898,21
0.4603174603174603,0.45478170478170477,0.36666666666666664,0.4230769230769231,0.39285714285714285,0.4802494802494802,22
0.5396825396825397,0.5214285714285715,0.47619047619047616,0.35714285714285715,0.40816326530612246,0.49489795918367346,23
0.5714285714285714,0.5573022312373226,0.55,0.3793103448275862,0.4489795918367347,0.5476673427991887,24
0.49206349206349204,0.5075757575757576,0.5454545454545454,0.18181818181818182,0.2727272727272727,0.48131313131313136,25
0.47619047619047616,0.486815415821501,0.5217391304347826,0.35294117647058826,0.42105263157894735,0.45537525354969577,26
