accuracy,balanced_accuracy,precision,recall,f1,auc,fold,train_end,val_start,val_end
0.5238095238095238,0.5178571428571428,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.513265306122449,1,2024-01-12,2024-01-15,2024-04-19
0.5396825396825397,0.5223492723492723,0.6052631578947368,0.6216216216216216,0.6133333333333333,0.4293139293139293,2,2024-04-19,2024-04-22,2024-07-23
0.47619047619047616,0.4537037037037037,0.5365853658536586,0.6111111111111112,0.5714285714285714,0.4444444444444444,3,2024-07-23,2024-07-24,2024-10-22
0.5396825396825397,0.5607142857142857,0.4883720930232558,0.75,0.5915492957746479,0.5989795918367347,4,2024-10-22,2024-10-23,2025-01-22
0.5396825396825397,0.5608519269776876,0.5,0.8275862068965517,0.6233766233766234,0.59026369168357,5,2025-01-22,2025-01-23,2025-04-28
