accuracy,balanced_accuracy,precision,recall,f1,auc,fold
0.5238095238095238,0.4666666666666667,0.6923076923076923,0.6,0.6428571428571429,0.4777777777777778,1
0.3333333333333333,0.34545454545454546,0.375,0.6,0.46153846153846156,0.3,2
0.47619047619047616,0.4722222222222222,0.4,0.4444444444444444,0.42105263157894735,0.4629629629629629,3
0.6666666666666666,0.7166666666666667,0.9,0.6,0.72,0.8111111111111111,4
0.5238095238095238,0.41666666666666663,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4777777777777778,5
0.2857142857142857,0.2863636363636364,0.3,0.2727272727272727,0.2857142857142857,0.2909090909090909,6
0.6190476190476191,0.5961538461538461,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.5480769230769231,7
0.5714285714285714,0.5727272727272728,0.6,0.5454545454545454,0.5714285714285714,0.6181818181818182,8
0.42857142857142855,0.46634615384615385,0.5714285714285714,0.3076923076923077,0.4,0.5,9
0.6190476190476191,0.5972222222222222,0.6428571428571429,0.75,0.6923076923076923,0.5277777777777778,10
0.38095238095238093,0.3472222222222222,0.4666666666666667,0.5833333333333334,0.5185185185185185,0.37962962962962965,11
0.5238095238095238,0.5357142857142857,0.7,0.5,0.5833333333333334,0.45918367346938777,12
0.6666666666666666,0.6166666666666667,0.7857142857142857,0.7333333333333333,0.7586206896551724,0.5222222222222221,13
0.42857142857142855,0.5357142857142857,0.35294117647058826,0.8571428571428571,0.5,0.5918367346938775,14
0.6666666666666666,0.6826923076923077,0.5454545454545454,0.75,0.631578947368421,0.7307692307692307,15
0.5238095238095238,0.5277777777777778,0.45454545454545453,0.5555555555555556,0.5,0.45370370370370366,16
0.42857142857142855,0.43636363636363634,0.42857142857142855,0.2727272727272727,0.3333333333333333,0.32727272727272727,17
0.5714285714285714,0.6,0.36363636363636365,0.6666666666666666,0.47058823529411764,0.6333333333333333,18
0.5714285714285714,0.5590909090909091,0.5625,0.8181818181818182,0.6666666666666666,0.44545454545454544,19
0.6190476190476191,0.6111111111111112,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5462962962962963,20
0.5238095238095238,0.5181818181818182,0.5,0.4,0.4444444444444444,0.6,21
0.42857142857142855,0.4305555555555556,0.5,0.4166666666666667,0.45454545454545453,0.41666666666666674,22
