accuracy,balanced_accuracy,precision,recall,f1,auc,fold
0.5714285714285714,0.44999999999999996,0.6875,0.7333333333333333,0.7096774193548387,0.4777777777777778,1
0.47619047619047616,0.4954545454545455,0.47368421052631576,0.9,0.6206896551724138,0.3,2
0.5238095238095238,0.5416666666666666,0.46153846153846156,0.6666666666666666,0.5454545454545454,0.4629629629629629,3
0.7619047619047619,0.6333333333333333,0.7777777777777778,0.9333333333333333,0.8484848484848485,0.8111111111111111,4
0.6190476190476191,0.43333333333333335,0.6842105263157895,0.8666666666666667,0.7647058823529411,0.4777777777777778,5
0.3333333333333333,0.32727272727272727,0.38461538461538464,0.45454545454545453,0.4166666666666667,0.2909090909090909,6
0.6666666666666666,0.5865384615384616,0.6666666666666666,0.9230769230769231,0.7741935483870968,0.5480769230769231,7
0.5714285714285714,0.5636363636363637,0.5714285714285714,0.7272727272727273,0.64,0.6181818181818182,8
0.5714285714285714,0.5576923076923077,0.6666666666666666,0.6153846153846154,0.64,0.5,9
0.5714285714285714,0.5277777777777778,0.5882352941176471,0.8333333333333334,0.6896551724137931,0.5277777777777778,10
0.38095238095238093,0.3333333333333333,0.47058823529411764,0.6666666666666666,0.5517241379310345,0.37962962962962965,11
0.6190476190476191,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.45918367346938777,12
0.6190476190476191,0.5333333333333333,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.5222222222222221,13
0.38095238095238093,0.5,0.3333333333333333,0.8571428571428571,0.48,0.5918367346938775,14
0.6190476190476191,0.6923076923076923,0.5,1.0,0.6666666666666666,0.7307692307692307,15
0.47619047619047616,0.5138888888888888,0.4375,0.7777777777777778,0.56,0.45370370370370366,16
0.47619047619047616,0.4772727272727273,0.5,0.45454545454545453,0.47619047619047616,0.32727272727272727,17
0.42857142857142855,0.55,0.3125,0.8333333333333334,0.45454545454545453,0.6333333333333333,18
0.42857142857142855,0.4090909090909091,0.47368421052631576,0.8181818181818182,0.6,0.44545454545454544,19
0.5238095238095238,0.4861111111111111,0.5625,0.75,0.6428571428571429,0.5462962962962963,20
0.6666666666666666,0.6727272727272727,0.6153846153846154,0.8,0.6956521739130435,0.6,21
0.47619047619047616,0.45833333333333337,0.5384615384615384,0.5833333333333334,0.56,0.41666666666666674,22
