date,adj close,close,high,low,open,volume,ret_1d,signal,target,ret_5d,ret_10d,ret_20d,ret_intraday,ret_overnight,high_low_range,log_volume,ema50,close_vs_ma5,close_vs_ma20,close_vs_ma50,close_vs_252d_high,close_vs_252d_low,ma5_smooth_signal,momentum_5_20,vol_5d,vol_20d,vol_50d,volume_ratio_20d,volume_normalized,rsi_14,ret_zscore,dow,vix_level,vix_change,vix_5d_change,vix_ma_ratio
2022-01-17,38215.703125,38216.1484375,38617.5,38138.25,38212.55078125,140300,-0.004020026016963385,-1,-1.0,-0.003435651114355842,0.0492629455622402,,9.414855005610579e-05,-0.004113787259913699,0.012566124559988987,11.851538266090552,,-0.005959144131084705,,,,,-0.0006867272969009951,,0.005608837331897913,,,,,,,0,16.770000457763672,0.012681219721847325,-0.05147057871631988,
2022-01-18,38209.85546875,38210.30078125,38855.55078125,38095.3984375,38337.3984375,168800,-0.00015301532177069976,-1,-1.0,-0.006032392584524482,0.03719182473095861,,-0.0033152394640758543,0.0031727425435950567,0.019953915037720885,12.036469861143994,,-0.004910789101396237,,,,,-0.001213614908782744,,0.0053589679820020076,,,,,,,1,17.780000686645508,0.06022660711462624,0.0011261518865943732,
2022-01-19,38040.91015625,38041.3515625,38330.5,37769.25,38145.75,165300,-0.004421562125805245,-1,-1.0,-0.017718631953410946,0.00916420988274802,,-0.0027368301186895,-0.0016893554860912118,0.014859972067223998,12.015517283809116,,-0.00575715479970686,,,,,-0.003591697551288206,,0.0024093328935993643,,,,,,,2,17.81999969482422,0.00224966291529749,0.03725258313619628,
2022-01-20,37850.41015625,37850.8515625,38167.94921875,37591.8515625,38106.1015625,149600,-0.005007708511276743,-1,-1.0,-0.01609301984594913,0.009618542487713544,,-0.00669840234329271,0.0017020951501583496,0.015325067329875553,11.915720344522514,,-0.007524254606500391,,,,,-0.003254866774293402,,0.001946809975494508,,,,,60.29208568039043,,3,17.790000915527344,-0.0016834332104723737,0.0652694672330083,
2022-01-21,37573.86328125,37574.30078125,37741.0,37224.25,37522.3515625,157800,-0.007306329179763704,-1,-1.0,-0.0207477036639776,-0.004380035146270611,,0.0013844872878894475,-0.008678800778301512,0.013882079558352418,11.96908368739391,,-0.010645203971415069,,,,,-0.004206497996144109,,0.0025956857940934042,,,,,52.73936712816236,,4,18.88999938964844,0.06183240120920974,0.1407004830222356,
2022-01-24,36947.12109375,36947.55078125,37694.69921875,36375.3515625,37601.94921875,231000,-0.01668028378355757,-1,1.0,-0.033195329935582274,-0.0365169334776535,,-0.01740331155954245,0.0007358337194606395,0.03627037539370861,12.35017298950393,,-0.020604982600690214,,,,,-0.006752475121948404,,0.006197830823350343,,,,,40.390516514763114,,0,22.82999992370605,0.2085760011308786,0.3613595289520044,
2022-01-25,37706.3125,37706.75,37788.80078125,36415.6015625,36598.05078125,267500,0.02054802558483182,1,1.0,-0.013178404015523837,-0.019131299293389192,,0.030293941755991316,-0.009459355021100964,0.0377090906048382,12.496874845318198,,0.0021951070918816533,,,,,-0.002725760006292783,,0.01378467335813643,,,,,54.33792103279986,,1,21.36000061035156,-0.06438893203096707,0.20134981920416783,
2022-01-27,37981.66015625,37982.1015625,38147.6484375,37012.25,37058.19921875,346300,0.007302447506083221,1,-1.0,-0.0015575156393340395,-0.01924855054636998,,0.024931118166220595,-0.017199858944353465,0.030676287918189247,12.755060730390513,,0.009831637987213251,,,,,-0.00031426733940205786,,0.014388209305423252,,,,,58.16150448662362,,3,21.06999969482422,-0.013576821500033032,0.18237935216934686,
2022-01-28,37688.9609375,37689.3984375,38421.69921875,37581.5,38246.6015625,294300,-0.007706343592345788,-1,1.0,-0.004265508392417683,-0.020289883327154645,,-0.014568696360889907,0.00696380634875514,0.02235672388675279,12.592354934221564,,0.002910539273008886,,,,,-0.0008501537216645805,,0.01465911872920712,,,,,53.07382463308986,,4,20.700000762939453,-0.01756046213781648,0.16357502516327727,
2022-01-31,37974.91015625,37975.3515625,38217.25,37647.8515625,38091.80078125,217800,0.007587097084454486,1,1.0,0.010673539438161184,-0.01029561565912529,,-0.0030570678298653714,0.010676804630280855,0.015124327521179516,12.291332489480997,,0.008367476508447914,0.0036566498187997933,,,,0.0021281888163594523,,0.014526051615671767,,,1.0895992796037821,0.3291956893556755,57.02854994358166,,0,21.950000762939453,0.06038647120428875,0.16199054908217025,1.1922220663067558
2022-02-01,38505.05078125,38505.5,38802.69921875,37690.6015625,38460.44921875,234100,0.01396032994263341,1,1.0,0.042166508626618304,0.007571447524943986,0.05720738489443278,0.00117135348559676,0.012774013571714383,0.029505967274252098,12.363503653479002,,0.014054624800916304,0.01487368274704189,,,,0.008205054882432993,-0.015040876267814474,0.01042427161189984,0.010558340959234505,,1.1667372722968428,0.61062740188586,63.21765555045588,1.0489392827488835,1,19.979999542236328,-0.08974948301729857,-0.12483575957047466,1.074915902472758
2022-02-02,39330.04296875,39330.5,39386.6015625,38752.6484375,38841.55078125,252600,0.02142551064133702,1,-1.0,0.04306258163326193,0.029316681519023557,0.06759884713073094,0.01258830321950046,0.008727344957213905,0.016358962562840966,12.439562488898527,,0.026997970812089284,0.03322696465535575,,,,0.008433860097908091,-0.024536265497469012,0.010677264858803097,0.011187235469929306,,1.2397546012269938,0.8734055764208228,70.36963199991683,1.6089546987663939,2,18.649999618530277,-0.06656656427316343,-0.12687270198428513,0.9965800731684372
2022-02-03,39009.546875,39010.0,39424.8515625,38861.1484375,39255.69921875,193800,-0.00814889208120928,-1,-1.0,0.02706270572755387,0.025463039500806417,0.03486059802179242,-0.006258943889417331,-0.001901851775339749,0.01450557041325215,12.174581978438804,,0.013190172496860527,0.023041440853296076,,,,0.005226978744231613,-0.007797892294238551,0.013066461929894673,0.010444854617398943,,0.9614525971126656,-0.14026020977614098,65.07585863607852,-0.9457110898942499,3,19.15999984741211,0.027345857335841828,-0.09065020764482001,1.0185800324159529
2022-02-04,38788.90234375,38789.3515625,39278.6015625,38562.6015625,39128.0,163100,-0.005656201935401173,-1,-1.0,0.029184682446551813,0.024794686546228295,0.034651717779956126,-0.008654887484665712,0.003024865419123302,0.01856721203935241,12.002118788609105,,0.001735723707810898,0.015525011831596287,,,,0.005639339271981506,-0.005467035333404313,0.012573368252692244,0.010452256769194944,,0.816418470779627,-0.6541826654304909,61.63801428845557,-0.7065159521946086,4,18.899999618530277,-0.01356994942340517,-0.08695657381964128,1.0023068686879264
2022-02-07,37995.0078125,37995.44921875,38837.55078125,37802.69921875,38592.05078125,241900,-0.020467017667743503,-1,1.0,0.0005292289715059795,0.011208417155966321,0.0067792887486184394,-0.01545918266644331,-0.005086467633574533,0.027375070666560166,12.39627969659812,,-0.018868664865087866,-0.005592794546491313,,,,0.00010362460541583073,-0.00625005977711246,0.017090315224483402,0.011505544743184425,,1.193359808588836,0.6914669557936628,51.16462974920736,-1.8102484419624272,0,20.440000534057617,0.08148153156667082,-0.06879271874246728,1.075874430391245
2022-02-08,38028.0078125,38028.44921875,38222.1015625,37319.05078125,38176.1015625,200200,0.0008685250649362874,1,1.0,-0.012389159503187863,0.029254941522362854,-0.008330292708755405,-0.0038676642639445774,0.004754578442011199,0.02419811764622145,12.207072145863258,,-0.015591226710586773,-0.004312902700766899,,,,-0.0025110943076550596,-0.004058866794432459,0.01537723775921679,0.01090398052778811,,0.9891793072780276,-0.0386385523120619,51.53327919576181,0.11263523608717937,1,19.68000030517578,-0.037182006312353355,-0.015014977173866795,1.0304474248768825
2022-02-09,38609.80078125,38610.25,38648.1484375,38192.0,38283.6015625,124900,0.015299093000172626,1,1.0,-0.018312759817444513,0.023961227101248372,0.004371518400748453,0.008532333013829151,0.006709512193944439,0.011943559842375367,11.73526869611367,,0.0032101998872338475,0.010697852185363451,,,,-0.003787953570533157,-0.022684278218192966,0.013131301681337554,0.011438819115357919,,0.6224459284361606,-1.2938442365724487,57.60899997695608,1.3104966766740662,2,18.559999465942383,-0.05691061086715743,-0.004825745545778526,0.9697729368164323
2022-02-10,39010.49609375,39010.94921875,39197.19921875,38520.0,38801.44921875,147800,0.010378052945785088,1,-1.0,2.4332703153051582e-05,0.027087696939491757,0.007317747489397286,0.005399282867475049,0.004952032653246223,0.01758045739226376,11.903615287496239,,0.013616568580303213,0.020808284625199094,,,,4.916926204979786e-06,-0.0072934147862442344,0.014121720897242581,0.011553724294814815,,0.7380958326050588,-0.890181833738122,61.21516044546585,0.8595505285679415,3,17.709999084472656,-0.045797435664234665,-0.07567853729055751,0.9240803042836606
2022-02-11,38516.80078125,38517.25,38790.25,38396.3984375,38567.6484375,155000,-0.01265540133313936,-1,-1.0,-0.007014852054476162,0.021965104162456228,0.0012295514345765923,-0.0013067542238586866,-0.011363496406207272,0.010257513166009426,11.951180395901384,,0.0022059594344065424,0.007827175193305133,,,,-0.0013950009827971464,-0.008244403489052754,0.01514774188742779,0.011824449150520527,,0.7748643987302222,-0.7623205584212679,55.006292951744584,-1.0793314195554125,4,18.68000030517578,0.054771387399651594,-0.011640175544702092,0.9696843994956555
2022-02-14,36908.12109375,36908.55078125,37796.55078125,36828.05078125,37664.0,213800,-0.041765682096982504,-1,1.0,-0.028606016242693544,-0.028091926403742584,-0.03809831838549049,-0.02005759395576678,-0.022152412230883566,0.026297889229942233,12.272796277573082,,-0.03418908781431746,-0.03241490145663331,,,,-0.005643696979924504,0.009492302142796949,0.023193474480874204,0.015208348480913679,,1.0516736761848544,0.181511148017308,40.56755272422617,-2.6434699680453266,0,22.979999542236328,0.2301926748828329,0.12426609304371117,1.1733469235372322
2022-02-15,38169.65625,38170.1015625,38231.6015625,36651.8515625,36989.80078125,193000,0.034180447472104136,1,-1.0,0.0037249045559333283,-0.008710403383932142,-0.001204906221130786,0.031908816925780535,0.0022013868949109757,0.04310150599912138,12.170445467887022,,-0.0019171598513126203,0.0007179911682738555,,,,0.0007675855093283904,0.004929810777064114,0.02935252368828673,0.01714229509432872,,0.9372116738697616,-0.23078431132410568,51.351971414456855,1.99433346031643,1,20.61000061035156,-0.10313311484314025,0.0472561123350792,1.0421196623677558
2022-02-16,37953.359375,37953.80078125,38461.69921875,37762.80078125,38296.5,170100,-0.005666759384850617,-1,-1.0,-0.017001941679994248,-0.03500334902302282,-0.00671284953940654,-0.008948578035851841,0.0033114514325573454,0.018507590089742953,12.044141778383953,,-0.004154312171811642,-0.004618152490162827,,,,-0.0034395990153450904,-0.010289092140587708,0.02824889296446026,0.017188403908030347,,0.8257481977717905,-0.6411913222795572,49.68719601291676,-0.3190050395561963,2,20.59000015258789,-0.0009704248991444508,0.10937504014321564,1.0337642843163248
2022-02-17,37531.2109375,37531.6484375,38124.5,37425.6015625,38042.1015625,136300,-0.011122794952292403,-1,1.0,-0.03792014321299819,-0.03789673320943343,-0.013398659723290463,-0.013418110567876175,0.002326533296597333,0.018674340780678,11.822613617684624,,-0.007526439615752287,-0.015031249847029303,,,,-0.007795270833485686,-0.02452148348970773,0.02725085390108708,0.01733876630992001,,0.6663570363489697,-1.187951380762445,46.51754726903198,-0.6122320026602638,3,22.01000022888184,0.06896552043567983,0.24280075475437113,1.0935559287933037
2022-02-18,37598.7109375,37599.1484375,37817.55078125,37304.44921875,37344.44921875,113500,0.0017984821559970943,1,1.0,-0.023836114013850884,-0.030683759254966247,-0.0066498669015249146,0.006820269787835563,-0.004987769696866249,0.013754433405281437,11.639558115903595,,-0.0008902259739880517,-0.012933792036500706,,,,-0.004892412674220036,-0.01718624711232597,0.027358450923421606,0.017315829527693057,,0.5598303245536155,-1.4926954120455573,47.098649653189796,0.11519831869012785,4,22.170000076293945,0.007269415981293381,0.18683081981273686,1.0896490746160064
2022-02-21,37685.1640625,37685.6015625,38054.3984375,37156.80078125,37400.0,143300,0.002299337314612515,1,-1.0,0.021053408080296432,-0.008154862295906118,0.0029621517615980864,0.007636405414438502,-0.0052966209548878165,0.024157022062646045,11.872695613816264,,-0.0027114012554850663,-0.010808710153233288,,,,0.004133342448123098,0.018091256318698345,0.017382970358436754,0.017244692878082748,,0.7093532658465955,-0.9714202006772301,47.879754620653785,0.11689589410197432,0,22.899999618530277,0.03292735858025142,-0.003481284825920694,1.11454503694175
