accuracy,balanced_accuracy,precision,recall,f1,auc,fold
0.49206349206349204,0.47188995215311,0.6764705882352942,0.5227272727272727,0.5897435897435898,0.4772727272727273,1
0.49206349206349204,0.5044345898004434,0.6551724137931034,0.4634146341463415,0.5428571428571428,0.47782705099778267,2
0.5714285714285714,0.5701086956521739,0.696969696969697,0.575,0.6301369863013698,0.5543478260869565,3
0.47619047619047616,0.47580645161290325,0.48484848484848486,0.5,0.49230769230769234,0.48689516129032256,4
0.5873015873015873,0.5833333333333333,0.5945945945945946,0.6666666666666666,0.6285714285714286,0.5525252525252525,5
0.5396825396825397,0.5166320166320166,0.6,0.6486486486486487,0.6233766233766234,0.5644490644490644,6
0.49206349206349204,0.47188995215311,0.6764705882352942,0.5227272727272727,0.5897435897435898,0.47966507177033496,7
0.5079365079365079,0.45232558139534884,0.65,0.6046511627906976,0.6265060240963856,0.4651162790697675,8
0.4444444444444444,0.4537037037037037,0.5185185185185185,0.3888888888888889,0.4444444444444444,0.40843621399176955,9
0.38095238095238093,0.37962962962962965,0.45161290322580644,0.3888888888888889,0.417910447761194,0.381687242798354,10
0.49206349206349204,0.4694736842105263,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.48315789473684206,11
0.5238095238095238,0.46395348837209305,0.6585365853658537,0.627906976744186,0.6428571428571429,0.4662790697674419,12
0.5714285714285714,0.5239130434782608,0.6511627906976745,0.7,0.6746987951807228,0.5206521739130434,13
0.5396825396825397,0.5378787878787878,0.5588235294117647,0.5757575757575758,0.5671641791044776,0.5505050505050505,14
0.42857142857142855,0.42857142857142855,0.375,0.42857142857142855,0.4,0.44795918367346943,15
0.47619047619047616,0.47684210526315784,0.375,0.48,0.42105263157894735,0.4652631578947369,16
0.5238095238095238,0.5252016129032258,0.5384615384615384,0.4375,0.4827586206896552,0.49092741935483875,17
0.5238095238095238,0.5214285714285714,0.5757575757575758,0.5428571428571428,0.5588235294117647,0.5744897959183674,18
0.5396825396825397,0.55,0.6153846153846154,0.45714285714285713,0.5245901639344263,0.49387755102040815,19
